bootstrap_CI_high,bootstrap_CI_low,cohen_dz,mean_delta,mean_post,mean_pre,median_delta,metric,metric_label,n,n_negative_delta,n_positive_delta,n_zero_delta,paired_t,paired_t_p,sd_delta,signflip_perm_p,tau,wilcoxon_p,wilcoxon_stat
0.0030174483331499,-0.000495535862304,0.3570364502086161,0.001213945802874,0.016522617388169,0.0153086715852949,2.24122820185e-05,global_redundancy_transfer_rtr,"Redundancy transfer, rtr",13,6,7,0,1.2873132284368107,0.2222604968048281,0.0034000612603132,0.2294877051229487,1,0.414306640625,33.0
0.0658359539913982,0.0180175609895253,0.9017600070053802,0.0409405973844927,0.5751841342178566,0.5342435368333639,0.0390459366525535,global_synergy_transfer_str,"Synergistic transfer, str",13,1,12,0,3.2513419434206643,0.0069391419162089,0.0454007685708426,0.0041599584004159,1,0.00341796875,6.0
0.0643080894428956,0.016725467377144,0.8796949010687699,0.0397266515816186,0.5586615168296876,0.5189348652480689,0.0390235243705351,global_synergy_minus_redundancy,"Synergy-minus-redundancy balance, str-rtr",13,1,12,0,3.1717850725676717,0.008042923729657,0.0451595792283818,0.0054499455005449,1,0.00341796875,6.0
0.0016845498296213495,3.5166547154082325e-05,0.54096663516205,0.0008598559766549579,0.0068417658641937145,0.0059819098875387566,0.00043529218861519496,global_redundancy_transfer_rtr,"Redundancy transfer, rtr",13,3,10,0,1.950482941391992,0.07486472216235106,0.0015894806089055428,0.07579641157085316,2,0.057373046875,
0.02397027408490059,0.008044011796458535,1.0282192812761348,0.015840938276913134,0.10323923407837142,0.0873982958014583,0.015685491686399086,global_synergy_transfer_str,"Synergistic transfer, str",13,2,11,0,3.7072973410618344,0.002995562698914096,0.015406186759358143,0.002807274502624191,2,0.00341796875,
0.022679988608212773,0.007461769588384701,1.022068615471843,0.014981082300258174,0.09639746821417772,0.08141638591391955,0.01525019949778389,global_synergy_minus_redundancy,"Synergy-minus-redundancy balance, str-rtr",13,2,11,0,3.685120800126217,0.003119477169894868,0.014657609159970228,0.0035396069815696327,2,0.004638671875,
0.0007190045454818386,7.776383498884314e-05,0.6460270776386918,0.00039641649919070653,0.0021847771029067094,0.001788360603716003,0.00033774960473048946,global_redundancy_transfer_rtr,"Redundancy transfer, rtr",13,4,9,0,2.3292837537644586,0.03811992486913352,0.0006136221110725845,0.042353228365678015,3,0.057373046875,
0.001865043985966899,0.0003593350435779436,0.7486013290935861,0.0010756771016470876,0.005799463975955581,0.004723786874308493,0.0007946575642453755,global_synergy_transfer_str,"Synergistic transfer, str",13,3,10,0,2.6991204769274173,0.019340811419327888,0.0014369158320217358,0.016477480776272427,3,0.026611328125,
0.001233203566913223,0.00018895099931344646,0.6820906655762206,0.0006792606024563814,0.003614686873048871,0.00293542627059249,0.0007655699752913579,global_synergy_minus_redundancy,"Synergy-minus-redundancy balance, str-rtr",13,3,10,0,2.459312869250424,0.030076276924948905,0.0009958508989161311,0.02111558647626022,3,0.01708984375,
